title,distance,@id,@type,id_x,relation,address.district.@id,address.area.@id,address.locality,address.postal-code,address.street-address,location.latitude,location.longitude,organization.organization-desc,organization.accesibility,organization.schedule,organization.services,organization.organization-name,mercator1,key,id_y,name,light,number,address,activate,no_available,total_bases,dock_bikes,free_bases,reservations_count,geometry_type,geometry_coordinates,latitude,longitude,mercator2,google_maps_url
Instalación Deportiva Municipal Básica Doctor Cirajas,757.626632105468,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4549195-instalacion-deportiva-municipal-basica-doctor-cirajas.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas,4549195,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7eb59c02f6d91110VgnVCM1000000b205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/CiudadLineal,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/CiudadLineal/Barrio/PuebloNuevo,MADRID,28017,CALLE DOCTOR CIRAJAS 3,40.435515856536526,-3.6374563613179753,"  Metro: Ciudad Lineal , Pueblo NuevoBus: 4 , 38 , 48 , 70 , 105 , 109 , 109",0,,2 Pistas de baloncesto.,Instalación Deportiva Municipal Básica Doctor Cirajas,POINT (4501261.035112985 -405192.0637923909),0,223,Gutierre de Cetina,1,215,Calle Gutierre de Cetina nº 77,1,0,24,18,5,0,Point,"[-3.640994, 40.429706]",40.429706,-3.640994,POINT (4500614.284841758 -405586.6676448087),"https://www.google.com/maps/dir/40.435515856536526,-3.6374563613179753/40.429706,-3.640994/@40.435515856536526,-3.6374563613179753,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6374563613179753!2d40.435515856536526!1m0!3e2"
Instalación Deportiva Municipal Básica Doctor Vallejo-Nájera,227.9087333442179,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4543938-instalacion-deportiva-municipal-basica-doctor-vallejo-najera.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas,4543938,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9f1e55ea6471110VgnVCM1000000b205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Arganzuela,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Arganzuela/Barrio/Acacias,MADRID,28005,CALLE GASOMETRO 32 c/v Vallejo Nájera,40.40233909331515,-3.7080621422210975," j Metro: Acacias , Pirámides.Bus: 34 , 36 , 116 , 118 , 119.Renfe: Embajadores.",0,,1 Pista de Baloncesto,Instalación Deportiva Municipal Básica Doctor Vallejo-Nájera,POINT (4497567.814725013 -413068.0396544033),0,134,Paseo de la Esperanza,2,163,Paseo de la Esperanza nº 2,1,0,21,6,10,0,Point,"[-3.7064516, 40.4035988]",40.4035988,-3.7064516,POINT (4497708.044631719 -412888.3789630996),"https://www.google.com/maps/dir/40.40233909331515,-3.7080621422210975/40.4035988,-3.7064516/@40.40233909331515,-3.7080621422210975,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7080621422210975!2d40.40233909331515!1m0!3e2"
Instalación Deportiva Municipal Básica Drácena,1023.6813752416442,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4546560-instalacion-deportiva-municipal-basica-dracena.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol,4546560,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=65c95f362cd81110VgnVCM1000000b205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Chamartin,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Chamartin/Barrio/NuevaEspana,MADRID,28016,CALLE DRACENA 42,40.46425775938073,-3.6687849660111347,"  Bus: 29 , 52 , 70 , 107.",0,,Pista de hockey sobre patines.,Instalación Deportiva Municipal Básica Drácena,POINT (4504460.569102031 -408686.6488594791),0,262,Pío XII,2,254,Avenida Pío XII nº 3,1,0,24,11,12,0,Point,"[-3.67712, 40.46041]",40.46041,-3.67712,POINT (4504032.238487074 -409616.4103570187),"https://www.google.com/maps/dir/40.46425775938073,-3.6687849660111347/40.46041,-3.67712/@40.46425775938073,-3.6687849660111347,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6687849660111347!2d40.46425775938073!1m0!3e2"
Instalación Deportiva Municipal Básica Duque de Sevilla,288.3782100387734,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/5716963-instalacion-deportiva-municipal-basica-duque-sevilla.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje,5716963,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bfd8516239129210VgnVCM1000000b205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Chamartin,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Chamartin/Barrio/ElViso,MADRID,28002,CALLE DUQUE DE SEVILLA 1,40.44166603700321,-3.6791142497783973,"  Metro: Cruz del RayoBus: 9 , 29 , 52 , 73 , C.",0,,1 Pista de patinaje.,Instalación Deportiva Municipal Básica Duque de Sevilla,POINT (4501945.670070823 -409838.8674457215),0,155,María Francisca 1,0,146,Calle María Francisca nº 1,1,0,18,2,15,0,Point,"[-3.6787169, 40.4442258]",40.4442258,-3.6787169,POINT (4502230.621584177 -409794.5433319392),"https://www.google.com/maps/dir/40.44166603700321,-3.6791142497783973/40.4442258,-3.6787169/@40.44166603700321,-3.6791142497783973,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6791142497783973!2d40.44166603700321!1m0!3e2"
Instalación Deportiva Municipal Básica Echegaray,369.29496614131716,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4547580-instalacion-deportiva-municipal-basica-echegaray.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol,4547580,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1986f30a37391110VgnVCM2000000c205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Moratalaz,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Moratalaz/Barrio/Pavones,MADRID,28030,CALLE ENCOMIENDA DE PALACIOS 324,40.397201660302876,-3.63557478412475,"  Metro: PavonesBus: 8 , 20 , 30 , 32 , 71 , 100 , 140 , 142 , 144.",0,,2 Pistas de baloncestoPista de fútbol sala,Instalación Deportiva Municipal Básica Echegaray,POINT (4496995.918298102 -404982.1849881096),0,229,Pavones,2,221,Calle Hacienda de Pavones nº 342,1,0,24,8,14,0,Point,"[-3.634587, 40.400368]",40.400368,-3.634587,POINT (4497348.393620864 -404872.003688147),"https://www.google.com/maps/dir/40.397201660302876,-3.63557478412475/40.400368,-3.634587/@40.397201660302876,-3.63557478412475,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.63557478412475!2d40.397201660302876!1m0!3e2"
Instalación Deportiva Municipal Básica El Bosco,522.1709809100223,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4584543-instalacion-deportiva-municipal-basica-bosco.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas,4584543,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=39a4ed32dd2c2110VgnVCM1000000b205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/PuenteDeVallecas,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/PuenteDeVallecas/Barrio/Numancia,MADRID,28038,CALLE EL BOSCO 14 frente Ramón Pérez de Ayala,40.40148296368549,-3.651406031292048,"  Bus: 63 , 141 , 143",0,,1 Pista de balonmano2 pistas de baloncesto,Instalación Deportiva Municipal Básica El Bosco,POINT (4497472.510810586 -406748.0806311184),0,228,Plaza del Encuentro,2,220,Calle Arroyo de las Pilillas nº 6,1,0,24,12,11,0,Point,"[-3.65122, 40.40617]",40.40617,-3.65122,POINT (4497994.269306446 -406727.3295997782),"https://www.google.com/maps/dir/40.40148296368549,-3.651406031292048/40.40617,-3.65122/@40.40148296368549,-3.651406031292048,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.651406031292048!2d40.40148296368549!1m0!3e2"
Instalación Deportiva Municipal Básica El Bosque,1860.514058714822,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4540585-instalacion-deportiva-municipal-basica-bosque.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas,4540585,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fe125696ed551110VgnVCM1000000b205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Hortaleza,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Hortaleza/Barrio/PinarRey,MADRID,28033,PLAZA GOLMAYO 17,40.46714774021119,-3.6618563692082393,"  Bus: 7 , 29 , 70 , 107",0,,1 Pista de fútbol sala,Instalación Deportiva Municipal Básica El Bosque,POINT (4504782.280296481 -407913.7800839362),0,262,Pío XII,2,254,Avenida Pío XII nº 3,1,0,24,11,12,0,Point,"[-3.67712, 40.46041]",40.46041,-3.67712,POINT (4504032.238487074 -409616.4103570187),"https://www.google.com/maps/dir/40.46714774021119,-3.6618563692082393/40.46041,-3.67712/@40.46714774021119,-3.6618563692082393,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6618563692082393!2d40.46714774021119!1m0!3e2"
Instalación Deportiva Municipal Básica El Capricho I,5389.683825050676,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/5785236-instalacion-deportiva-municipal-basica-capricho-i.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol,5785236,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=57308be7ed48a210VgnVCM2000000c205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Barajas,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Barajas/Barrio/AlamedaOsuna,MADRID,28042,PASEO ALAMEDA DE OSUNA 48,40.45430519267116,-3.599375619694702,"  Metro: El Capricho.Bus: 101 , 105 , 151.",0,,1 Campo de fútbol (césped artificial)  1 Campo de fútbol 7,Instalación Deportiva Municipal Básica El Capricho I,POINT (4503352.654443837 -400944.4673414585),0,223,Gutierre de Cetina,1,215,Calle Gutierre de Cetina nº 77,1,0,24,18,5,0,Point,"[-3.640994, 40.429706]",40.429706,-3.640994,POINT (4500614.284841758 -405586.6676448087),"https://www.google.com/maps/dir/40.45430519267116,-3.599375619694702/40.429706,-3.640994/@40.45430519267116,-3.599375619694702,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.599375619694702!2d40.45430519267116!1m0!3e2"
Instalación Deportiva Municipal Básica El Capricho II,5293.714278265743,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/10291968-instalacion-deportiva-municipal-basica-capricho-ii.json,,10291968,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e154854e492da510VgnVCM2000001f4a900aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Barajas,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Barajas/Barrio/AlamedaOsuna,MADRID,28042,PASEO ALAMEDA DE OSUNA 46,40.45424612279451,-3.600342165562562,  ,0,,Pista de baloncesto Pista polideportiva (con marcajes de fútbol sala y balonmano Pista de voleibol,Instalación Deportiva Municipal Básica El Capricho II,POINT (4503346.078815246 -401052.2754533094),0,223,Gutierre de Cetina,1,215,Calle Gutierre de Cetina nº 77,1,0,24,18,5,0,Point,"[-3.640994, 40.429706]",40.429706,-3.640994,POINT (4500614.284841758 -405586.6676448087),"https://www.google.com/maps/dir/40.45424612279451,-3.600342165562562/40.429706,-3.640994/@40.45424612279451,-3.600342165562562,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.600342165562562!2d40.45424612279451!1m0!3e2"
Instalación Deportiva Municipal Básica El Cruce,4504.623882999396,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4541995-instalacion-deportiva-municipal-basica-cruce.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol,4541995,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d84cf0980a61110VgnVCM1000000b205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Villaverde,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Villaverde/Barrio/LosAngeles,MADRID,28021,CALLE SANTIAGO AMON 6y8,40.348947003587675,-3.693879611293337,"  Metro: Villaverde Bajo CruceBus: 22 , 59 , 79 , 130",0,,2 Pistas polideportivas,Instalación Deportiva Municipal Básica El Cruce,POINT (4491624.234484161 -411485.9481163647),0,243,Embajadores 191,0,235,Calle Sodio nº 1B,1,0,24,6,15,0,Point,"[-3.6903589643353483, 40.389258643579105]",40.389258643579105,-3.6903589643353483,POINT (4496111.70572105 -411093.2163689994),"https://www.google.com/maps/dir/40.348947003587675,-3.693879611293337/40.389258643579105,-3.6903589643353483/@40.348947003587675,-3.693879611293337,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.693879611293337!2d40.348947003587675!1m0!3e2"
Instalación Deportiva Municipal Básica El Espinillo I,3093.295500113888,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4544044-instalacion-deportiva-municipal-basica-espinillo-i.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje,4544044,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4b0169ef89471110VgnVCM1000000b205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Villaverde,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Villaverde/Barrio/LosRosales,MADRID,28041,CALLE TERTULIA 7,40.361575517254266,-3.6927606788274527,"  Metro: Ciudad de los ÁngelesBus: 18 , 22 , 23 , 59 , 79 , 85 , 86 , 123",0,,1 Pista de patinaje.,Instalación Deportiva Municipal Básica El Espinillo I,POINT (4493030.034195002 -411361.1298934313),0,243,Embajadores 191,0,235,Calle Sodio nº 1B,1,0,24,6,15,0,Point,"[-3.6903589643353483, 40.389258643579105]",40.389258643579105,-3.6903589643353483,POINT (4496111.70572105 -411093.2163689994),"https://www.google.com/maps/dir/40.361575517254266,-3.6927606788274527/40.389258643579105,-3.6903589643353483/@40.361575517254266,-3.6927606788274527,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6927606788274527!2d40.361575517254266!1m0!3e2"
Instalación Deportiva Municipal Básica El Espinillo II,3222.9829220215106,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4544562-instalacion-deportiva-municipal-basica-espinillo-ii.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol,4544562,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e9375cb6b2971110VgnVCM1000000b205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Villaverde,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Villaverde/Barrio/LosRosales,MADRID,28041,CALLE CONSENSO 5,40.36060552171134,-3.686214416479886,"  Metro: Ciudad de los ÁngelesBus: 23 , 123 , 130",0,,1 Campo de fútbol 7 (de césped artificial) 3 Pistas de tenis 1 Pista polideportiva (con marcajes de fútbol sala y balonmano y 2 baloncestos transversales) 3 Pistas de tenis 2 Tenis de mesa,Instalación Deportiva Municipal Básica El Espinillo II,POINT (4492922.054785092 -410630.8898367847),0,243,Embajadores 191,0,235,Calle Sodio nº 1B,1,0,24,6,15,0,Point,"[-3.6903589643353483, 40.389258643579105]",40.389258643579105,-3.6903589643353483,POINT (4496111.70572105 -411093.2163689994),"https://www.google.com/maps/dir/40.36060552171134,-3.686214416479886/40.389258643579105,-3.6903589643353483/@40.36060552171134,-3.686214416479886,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.686214416479886!2d40.36060552171134!1m0!3e2"
Instalación Deportiva Municipal Básica El Espinillo III,3099.1806796793276,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/5695077-instalacion-deportiva-municipal-basica-espinillo-iii.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol,5695077,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c81844c95c9b8210VgnVCM2000000c205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Villaverde,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Villaverde/Barrio/LosRosales,MADRID,28041,CALLE UNANIMIDAD s/n,40.36157241219842,-3.6932788501569522,"  Metro: Ciudad de los ÁngelesBus: 18 , 22 , 23 , 59 , 79 , 85 , 86 , 123",0,,1 Pista de fútbol sala,Instalación Deportiva Municipal Básica El Espinillo III,POINT (4493029.688541766 -411418.9324906454),0,243,Embajadores 191,0,235,Calle Sodio nº 1B,1,0,24,6,15,0,Point,"[-3.6903589643353483, 40.389258643579105]",40.389258643579105,-3.6903589643353483,POINT (4496111.70572105 -411093.2163689994),"https://www.google.com/maps/dir/40.36157241219842,-3.6932788501569522/40.389258643579105,-3.6903589643353483/@40.36157241219842,-3.6932788501569522,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6932788501569522!2d40.36157241219842!1m0!3e2"
Instalación Deportiva Municipal Básica El Parque,1083.766617947848,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4527600-instalacion-deportiva-municipal-basica-parque.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas,4527600,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6de7849491df0110VgnVCM1000000b205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Moncloa-Aravaca,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Moncloa-Aravaca/Barrio/CasaCampo,MADRID,28008,PASEO COMANDANTE FORTEA 25,40.42589471749026,-3.7316975783571404,"  Metro: Príncipe PíoBus: 25 , 33 , 39 , 41 , 46 , 75 , 138 , C.Renfe: Príncipe Pío",0,,1 Pista polideportiva,Instalación Deportiva Municipal Básica El Parque,POINT (4500190.014813503 -415704.6793467707),0,119,Paseo de Moret,2,112,Paseo de Moret nº 11,1,0,24,13,11,0,Point,"[-3.7246532, 40.4325991]",40.4325991,-3.7246532,POINT (4500936.343260571 -414918.8397121918),"https://www.google.com/maps/dir/40.42589471749026,-3.7316975783571404/40.4325991,-3.7246532/@40.42589471749026,-3.7316975783571404,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7316975783571404!2d40.42589471749026!1m0!3e2"
Instalación Deportiva Municipal Básica El Pedernoso - Parque de Villa Rosa - Paco Caño,3303.3727511816946,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4541768-instalacion-deportiva-municipal-basica-pedernoso-parque-villa-rosa-paco-cano.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas,4541768,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ce8dec5c4961110VgnVCM1000000b205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Hortaleza,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Hortaleza/Barrio/Canillas,MADRID,28043,CALLE PEDROÑERAS 42,40.46725432234968,-3.6309383657037775,"  Metro: CanillasBus: 73 , 104 , 112 , 120",0,,2 Pistas de baloncesto 2 Tenis de mesa,Instalación Deportiva Municipal Básica El Pedernoso - Parque de Villa Rosa - Paco Caño,POINT (4504794.144965866 -404465.0218114105),0,238,Carlota O’Neill,0,230,Calle Carlota O'Neill nº 32,1,0,24,1,22,0,Point,"[-3.648958444298144, 40.44370542379883]",40.44370542379883,-3.648958444298144,POINT (4502172.693570442 -406475.0626355441),"https://www.google.com/maps/dir/40.46725432234968,-3.6309383657037775/40.44370542379883,-3.648958444298144/@40.46725432234968,-3.6309383657037775,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6309383657037775!2d40.46725432234968!1m0!3e2"
Instalación Deportiva Municipal Básica El Plantío,10969.094812563382,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4527918-instalacion-deportiva-municipal-basica-plantio.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas,4527918,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0dbff9ed8ddf0110VgnVCM1000000b205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Moncloa-Aravaca,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Moncloa-Aravaca/Barrio/ElPlantio,MADRID,28023,CALLE RAFAEL VILLA S/N esq. Carlos Dubois,40.47175814207694,-3.8255057822510574,  Bus: 162,0,,1 Pista de baloncesto,Instalación Deportiva Municipal Básica El Plantío,POINT (4505295.507884528 -426170.1122934579),0,269,Facultad Derecho,0,261,Avenida Complutense nº 23,1,0,24,5,18,0,Point,"[-3.72937, 40.45109]",40.45109,-3.72937,POINT (4502994.74083288 -415445.024322674),"https://www.google.com/maps/dir/40.47175814207694,-3.8255057822510574/40.45109,-3.72937/@40.47175814207694,-3.8255057822510574,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.8255057822510574!2d40.47175814207694!1m0!3e2"
Instalación Deportiva Municipal Básica El Torero,305.1676623611588,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4555915-instalacion-deportiva-municipal-basica-torero.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje,4555915,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=13562784040e1110VgnVCM1000000b205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Usera,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Usera/Barrio/Moscardo,MADRID,28026,CALLE TORERO 10 c/v Antonio López (Parque El Torero),40.39227761286618,-3.706318951771014,"  Metro: UseraBus: 23 , 55 , 60",0,,1 Frontón1 Pista de baloncesto1 Pista de patinaje,Instalación Deportiva Municipal Básica El Torero,POINT (4496447.775844807 -412873.5816800992),0,235,San Delfín,1,228,Calle San Delfín nº 9,1,0,24,17,7,0,Point,"[-3.7080429728445563, 40.39440607959559]",40.39440607959559,-3.7080429728445563,POINT (4496684.715677296 -413065.9012525069),"https://www.google.com/maps/dir/40.39227761286618,-3.706318951771014/40.39440607959559,-3.7080429728445563/@40.39227761286618,-3.706318951771014,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.706318951771014!2d40.39227761286618!1m0!3e2"
Instalación Deportiva Municipal Básica El Vandel,1137.2224866123179,https://datos.madrid.es/egob/catalogo/tipo/entidadesyorganismos/4548146-instalacion-deportiva-municipal-basica-vandel.json,https://datos.madrid.es/egob/kos/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol,4548146,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=18feabc170891110VgnVCM2000000c205a0aRCRD,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Moratalaz,https://datos.madrid.es/egob/kos/Provincia/Madrid/Municipio/Madrid/Distrito/Moratalaz/Barrio/Marroquina,MADRID,28030,CALLE FLORENCIO CANO CRISTOBAL 9 esq. Pasaje Poveda,40.41031893017073,-3.6322802730041026,"  Bus: 30 , 100 , 140",0,,1 Campo de fútbol 7 tierra1 Pista de baloncesto1 Pista de fútbol sala,Instalación Deportiva Municipal Básica El Vandel,POINT (4498456.126100389 -404614.7028178405),0,229,Pavones,2,221,Calle Hacienda de Pavones nº 342,1,0,24,8,14,0,Point,"[-3.634587, 40.400368]",40.400368,-3.634587,POINT (4497348.393620864 -404872.003688147),"https://www.google.com/maps/dir/40.41031893017073,-3.6322802730041026/40.400368,-3.634587/@40.41031893017073,-3.6322802730041026,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6322802730041026!2d40.41031893017073!1m0!3e2"
