PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,PLANTA,PUERTA,ESCALERAS,ORIENTACION,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,BARRIO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,EMAIL,TIPO,Unnamed: 30,ins_latitude,ins_longitude,bicimad_latitude,bicimad_longitude,distance,id,name,light,number,address,activate,no_available,total_bases,dock_bikes,free_bases,reservations_count,geometry_type,geometry_coordinates,latitude,longitude
4560062,Instalación Deportiva Municipal Básica Colombia,,,1 Pista de patinaje,"Metro: ColombiaBus: 7 , 11 , 40 , 52 , 87",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=af26de1d88402110VgnVCM1000000b205a0aRCRD,COLOMBIA,CALLE,V,59,,,,,MADRID,MADRID,28016.0,HISPANOAMERICA,CHAMARTIN,443369.0,4478989.0,40.457759787152014,-3.669215880508611,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje, ,40.457759787152014,-3.669215880508611,40.4572466,-3.6763439,797.1701599006166,172.0,Colombia,0.0,160,Calle Colombia nº 7,1.0,0.0,24.0,2.0,20.0,1.0,Point,"[-3.6763439, 40.4572466]",40.4572466,-3.6763439
4543102,Instalación Deportiva Municipal Básica Colonia Euskalduna,,,2 Pistas de fútbol sala.,"Metro: Villaverde bajo CruceBus: 18 , 86 , 116Cercanías: Puente Alcocer",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c137874b8f61110VgnVCM1000000b205a0aRCRD,HERMANDAD DE DONANTES DE SANGRE,CALLE,V,7,,,,,MADRID,MADRID,28041.0,LOS ANGELES,VILLAVERDE,440690.0,4467556.0,40.35456935043359,-3.699754645665144,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, ,40.35456935043359,-3.699754645665144,40.38895,-3.70017,3827.516856489948,221.0,Glorieta de Cádiz,0.0,213,Calle Antonio López nº 129,1.0,0.0,24.0,7.0,16.0,0.0,Point,"[-3.70017, 40.38895]",40.38895,-3.70017
4543975,Instalación Deportiva Municipal Básica Colonia Marconi,,,2 Pistas de tenis4 Frontones cortos1 Pista polideportiva1 Pista de patinaje,Bus: 79,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b538004f7471110VgnVCM1000000b205a0aRCRD,MARCONI,AVENIDA,V,s/n,,,,,MADRID,MADRID,28021.0,SAN ANDRES,VILLAVERDE,441234.0,4465260.0,40.33393325295466,-3.6931253996834856,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasTenisBadminton, ,40.33393325295466,-3.6931253996834856,40.38925864357911,-3.690358964335348,6166.520935038991,,,,,,,,,,,,,,,
4542504,Instalación Deportiva Municipal Básica Colonia San Cristóbal de Los Ángeles,,,2 Pistas Polideportivas.,"Metro: San CristóbalBus: 59, 79",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=adab8e71e6e61110VgnVCM1000000b205a0aRCRD,ROCAFORT,CALLE,V,s/n,,,,Detrás de E. I. Los Pinos.,MADRID,MADRID,28021.0,SAN CRISTOBAL,VILLAVERDE,441530.0,4466052.0,40.34108883895775,-3.6897253636919576,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, ,40.34108883895775,-3.6897253636919576,40.38925864357911,-3.690358964335348,5362.703902557662,,,,,,,,,,,,,,,
4581472,Instalación Deportiva Municipal Básica Colonia Sierra del Valle,,,1 Pista de balonmano1 Pista de baloncesto,"Metro: PortazgoBus: 10 , 54 , 57 , 58 , 103 , 310",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d1370aec7b7b2110VgnVCM1000000b205a0aRCRD,PAYASO FOFO,CALLE,V,7,,,,,MADRID,MADRID,28018.0,PALOMERAS BAJAS,PUENTE DE VALLECAS,444107.0,4471556.0,40.39084028688396,-3.6598693175789343,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, ,40.39084028688396,-3.6598693175789343,40.39382977920336,-3.665936242935637,754.147373860047,,,,,,,,,,,,,,,
4583089,Instalación Deportiva Municipal Básica Colonia los Taxistas,,,2 Pistas de Balonmano2 Pistas de BaloncestoTenis de mesa,Bus: 141,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=21dbde6b48db2110VgnVCM1000000b205a0aRCRD,SIERRA DE CUERDA LARGA,CALLE,V,"41, 43, 45 y 47",,,,,MADRID,MADRID,28038.0,NUMANCIA,PUENTE DE VALLECAS,444378.0,4472533.0,40.39966893400019,-3.656750264445625,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, ,40.39966893400019,-3.656750264445625,40.39901531507069,-3.6607768678037744,455.0101310431192,234.0,Sierra Toledana,2.0,226,Camino de Valderribas nº 94,1.0,0.0,24.0,10.0,14.0,0.0,Point,"[-3.6607768678037744, 40.39901531507069]",40.39901531507069,-3.6607768678037744
4579784,Instalación Deportiva Municipal Básica Concejal Gabriel Fernández (Parque Cuña Verde),,,1 Campo de fútbol 2 Campos de fútbol 7 (césped artificial) 2 Pistas de polideportivas (baloncesto y ecuavoley) Tenis de mesa,"Metro: LagunaBus: 25 , 31 , 55 , 119 , 138.Renfe: Laguna",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=df6fb1d084ea2110VgnVCM2000000c205a0aRCRD,CUART DE POBLET,CALLE,V,6,,,,c/v Duquesa de Parcent,MADRID,MADRID,28047.0,LUCERO,LATINA,436305.0,4472321.0,40.39717971610274,-3.75185460918738,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, ,40.39717971610274,-3.75185460918738,40.40913630273305,-3.728533714316331,2922.31851749586,232.0,Caramuel,2.0,224,Calle Caramuel nº 51,1.0,0.0,24.0,14.0,9.0,0.0,Point,"[-3.728533714316331, 40.40913630273305]",40.40913630273305,-3.728533714316331
4548726,Instalación Deportiva Municipal Básica Conde Duque,,,1 Pista de fútbol sala 1 Pista de bolos y petanca 1 Pista de chito,"Metro: San Bernardo , Noviciado , Ventura Rodríguez.Bus: 1 , 2 , 21 , 44 , 47 , 74 , 133 , 202 , C.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42fed03df9c91110VgnVCM2000000c205a0aRCRD,SANTA CRUZ DE MARCENADO,CALLE,V,21,,,,,MADRID,MADRID,28015.0,UNIVERSIDAD,CENTRO,439742.0,4475605.0,40.42890457185098,-3.710390334447589,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, ,40.42890457185098,-3.710390334447589,40.4273264,-3.7104417,175.77470643119852,14.0,Conde Duque,0.0,13,Calle Conde Duque nº 22,1.0,0.0,24.0,6.0,16.0,0.0,Point,"[-3.7104417, 40.4273264]",40.4273264,-3.7104417
4548924,Instalación Deportiva Municipal Básica Condesa de Venadito,,,1 Pista de fútbol sala 1 Pista de baloncesto 1 Pista BMX Flatland 1 Pista Skate,"Bus: 11 , 21 , 53 , 70 , 114 , 115 , 122 , 200.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=000ebea9e0d91110VgnVCM1000000b205a0aRCRD,CONDESA DE VENADITO,CALLE,V,7,,,,,MADRID,MADRID,28027.0,SAN PASCUAL,CIUDAD LINEAL,444628.0,4477362.0,40.44505998039654,-3.652958563116748,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, ,40.44505998039654,-3.652958563116748,40.44370542379883,-3.648958444298144,470.98697244344777,238.0,Carlota O’Neill,0.0,230,Calle Carlota O'Neill nº 32,1.0,0.0,24.0,1.0,22.0,0.0,Point,"[-3.648958444298144, 40.44370542379883]",40.44370542379883,-3.648958444298144
6345083,Instalación Deportiva Municipal Básica Cordel de Pavones,,,Frontón2 Pistas de baloncesto2 Pistas polideportivasMinibasket,"Metro: ValdebernardoBus: 8 , 71 , 130",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2eace1fffb1f5310VgnVCM2000000c205a0aRCRD,CORDEL DE PAVONES,CALLE,V,11,,,,,MADRID,MADRID,28032.0,CASCO H.VICALVARO,VICALVARO,447617.0,4472536.0,40.39990644210208,-3.618584055837224,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, ,40.39990644210208,-3.618584055837224,40.400368,-3.634587,1785.7534385050822,229.0,Pavones,2.0,221,Calle Hacienda de Pavones nº 342,1.0,0.0,24.0,8.0,14.0,0.0,Point,"[-3.634587, 40.400368]",40.400368,-3.634587
6345642,Instalación Deportiva Municipal Básica Cordel de Pavones I,,,1 Pista de tenis 4 Pistas de pádel 3 Tenis de mesa,"Metro: VicálvaroBus: 4 , 100 , 106 , 130",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b541c4c4222f5310VgnVCM2000000c205a0aRCRD,CORDEL DE PAVONES,CALLE,V,9,,,,,MADRID,MADRID,28032.0,AMBROZ,VICALVARO,448471.0,4473573.0,40.40930182229157,-3.608605091516184,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, ,40.40930182229157,-3.608605091516184,40.400368,-3.634587,3063.9707763811725,229.0,Pavones,2.0,221,Calle Hacienda de Pavones nº 342,1.0,0.0,24.0,8.0,14.0,0.0,Point,"[-3.634587, 40.400368]",40.400368,-3.634587
5935266,Instalación Deportiva Municipal Básica Corregidor Diego de Valderrábano,,,2 Pistas de baloncestoPista de fútbol sala.,"Metro: Estrella.Bus: 8 , 20 , 30 , 32 , 113.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4f796e6292bdd210VgnVCM1000000b205a0aRCRD,CORREGIDOR DIEGO DE VALDERRABANO,CALLE,V,24,,,,,MADRID,MADRID,28030.0,MEDIA LEGUA,MORATALAZ,444207.0,4473615.0,40.40940474947577,-3.6588602502598873,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, ,40.40940474947577,-3.6588602502598873,40.41053,-3.65779,173.0402956801957,226.0,Camino Vinateros,0.0,218,Calle Camino de los Vinateros nº 28,1.0,0.0,24.0,3.0,20.0,0.0,Point,"[-3.65779, 40.41053]",40.41053,-3.65779
5785030,Instalación Deportiva Municipal Básica Cuevas de Almanzora,,,1 Pista de fútbol sala.,"Metro: ManoterasBus: 7 , 29 , 129",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=467ce76a0948a210VgnVCM2000000c205a0aRCRD,MOJACAR,CALLE,V,2,,,,,MADRID,MADRID,28033.0,APOSTOL SANTIAGO,HORTALEZA,444216.0,4481177.0,40.47940888739177,-3.658140197005035,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, ,40.47940888739177,-3.658140197005035,40.46041,-3.67712,2992.5502696904346,262.0,Pío XII,2.0,254,Avenida Pío XII nº 3,1.0,0.0,24.0,11.0,12.0,0.0,Point,"[-3.67712, 40.46041]",40.46041,-3.67712
4629952,Instalación Deportiva Municipal Básica Cuña Verde,,,2 Pistas de   baloncesto  2 Pistas polideportivas 3 Tenis de mesa,Metro: Valdezarza Bus: 128,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cbf0dfd39c794110VgnVCM1000000b205a0aRCRD,CUÑA VERDE VILLAAMIL,INST. DEPORTIVA BASICA,T,126,,,,,MADRID,MADRID,,,DISTRITO,439663.0,4479898.0,40.46756884233495,-3.7117310848273233,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, ,40.46756884233495,-3.7117310848273233,40.45673408797698,-3.708002730875242,1275.815422140589,247.0,Francos Rodríguez,0.0,239,Calle Francos Rodríguez nº 62,1.0,0.0,24.0,2.0,20.0,1.0,Point,"[-3.708002730875242, 40.45673408797698]",40.45673408797698,-3.708002730875242
4669898,Instalación Deportiva Municipal Básica Cárcavas Oeste I,,,1 Pista de baloncesto.,Bus: 87,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=88018a43c67c5110VgnVCM1000000b205a0aRCRD,CARMEN RICO GODOY,CALLE,V,40,,,,,MADRID,MADRID,28055.0,VALDEFUENTES,HORTALEZA,446141.0,4481243.0,40.48013725057699,-3.635430388203537,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, ,40.48013725057699,-3.635430388203537,40.44370542379883,-3.648958444298144,4327.204718083433,238.0,Carlota O’Neill,0.0,230,Calle Carlota O'Neill nº 32,1.0,0.0,24.0,1.0,22.0,0.0,Point,"[-3.648958444298144, 40.44370542379883]",40.44370542379883,-3.648958444298144
6335547,Instalación Deportiva Municipal Básica Cárcavas Oeste II,,,1 Pista polideportiva,Bus: 87,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c65b0f74158c5310VgnVCM1000000b205a0aRCRD,SAN ANDRES DE RABANEDO,CALLE,V,1,,,,,MADRID,MADRID,28055.0,VALDEFUENTES,HORTALEZA,446216.0,4481325.0,40.48087402947953,-3.634569927305306,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, ,40.48087402947953,-3.634569927305306,40.44370542379883,-3.648958444298144,4437.968041892982,238.0,Carlota O’Neill,0.0,230,Calle Carlota O'Neill nº 32,1.0,0.0,24.0,1.0,22.0,0.0,Point,"[-3.648958444298144, 40.44370542379883]",40.44370542379883,-3.648958444298144
4555783,Instalación Deportiva Municipal Básica David González Rubio,,,2 Campos de fútbol1 Pista polideportiva1 Pista de balonmano,"Bus: 81 , 121",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=948631437ffd1110VgnVCM1000000b205a0aRCRD,DOCTOR TOLOSA LATOUR,CALLE,V,6-10,,,,Parque Pradolongo,MADRID,MADRID,28041.0,ORCASUR,USERA,440495.0,4469851.0,40.37523914967068,-3.702253695777978,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, ,40.37523914967068,-3.702253695777978,40.38895,-3.70017,1543.8828437634245,221.0,Glorieta de Cádiz,0.0,213,Calle Antonio López nº 129,1.0,0.0,24.0,7.0,16.0,0.0,Point,"[-3.70017, 40.38895]",40.38895,-3.70017
4566204,Instalación Deportiva Municipal Básica Dehesa del Príncipe,,,1 Pista de fútbol sala2 Pistas de petanca,"Bus: 39 , 139Metro: Cuatro VientosRenfe: Cuatro Vientos",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f06fd8cbe5d22110VgnVCM1000000b205a0aRCRD,ARQUEROS,AVENIDA,V,29,,,,,MADRID,MADRID,28024.0,CAMPAMENTO,LATINA,432598.0,4470356.0,40.37918609042024,-3.795324391950351,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, ,40.37918609042024,-3.795324391950351,40.40913630273305,-3.728533714316331,8163.064415042708,232.0,Caramuel,2.0,224,Calle Caramuel nº 51,1.0,0.0,24.0,14.0,9.0,0.0,Point,"[-3.728533714316331, 40.40913630273305]",40.40913630273305,-3.728533714316331
4554593,Instalación Deportiva Municipal Básica Diana,,,2 Pistas de baloncesto1 Pista de fútbol - sala,"Metro:  Alameda de OsunaBus: 101 , 105 , 112 , 114 , 115 , 151",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c232ee4851bd1110VgnVCM1000000b205a0aRCRD,GALEON,CALLE,V,25,,,,,MADRID,MADRID,28042.0,ALAMEDA DE OSUNA,BARAJAS,450434.0,4478671.0,40.45721870340052,-3.5845999549053547,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, ,40.45721870340052,-3.5845999549053547,40.429706,-3.640994,6996.246867756508,223.0,Gutierre de Cetina,1.0,215,Calle Gutierre de Cetina nº 77,1.0,0.0,24.0,18.0,5.0,0.0,Point,"[-3.640994, 40.429706]",40.429706,-3.640994
4549195,Instalación Deportiva Municipal Básica Doctor Cirajas,,,2 Pistas de baloncesto.,"Metro: Ciudad Lineal , Pueblo NuevoBus: 4 , 38 , 48 , 70 , 105 , 109 , 109",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7eb59c02f6d91110VgnVCM1000000b205a0aRCRD,DOCTOR CIRAJAS,CALLE,V,3,,,,,MADRID,MADRID,28017.0,PUEBLO NUEVO,CIUDAD LINEAL,446044.0,4476500.0,40.435515856536526,-3.6374563613179753,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, ,40.435515856536526,-3.6374563613179753,40.429706,-3.640994,757.626632105468,223.0,Gutierre de Cetina,1.0,215,Calle Gutierre de Cetina nº 77,1.0,0.0,24.0,18.0,5.0,0.0,Point,"[-3.640994, 40.429706]",40.429706,-3.640994
4543938,Instalación Deportiva Municipal Básica Doctor Vallejo-Nájera,,,1 Pista de Baloncesto,"Metro: Acacias , Pirámides.Bus: 34 , 36 , 116 , 118 , 119.Renfe: Embajadores.",j,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9f1e55ea6471110VgnVCM1000000b205a0aRCRD,GASOMETRO,CALLE,V,32,,,,c/v Vallejo Nájera,MADRID,MADRID,28005.0,ACACIAS,ARGANZUELA,439917.0,4472655.0,40.40233909331515,-3.7080621422210975,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, ,40.40233909331515,-3.7080621422210975,40.4035988,-3.7064516,227.9087333442179,134.0,Paseo de la Esperanza,2.0,163,Paseo de la Esperanza nº 2,1.0,0.0,21.0,6.0,10.0,0.0,Point,"[-3.7064516, 40.4035988]",40.4035988,-3.7064516
4546560,Instalación Deportiva Municipal Básica Drácena,,,Pista de hockey sobre patines.,"Bus: 29 , 52 , 70 , 107.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=65c95f362cd81110VgnVCM1000000b205a0aRCRD,DRACENA,CALLE,V,42,,,,,MADRID,MADRID,28016.0,NUEVA ESPAÑA,CHAMARTIN,443301.0,4479502.0,40.46425775938073,-3.668784966011135,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, ,40.46425775938073,-3.668784966011135,40.46041,-3.67712,1023.6813752416442,262.0,Pío XII,2.0,254,Avenida Pío XII nº 3,1.0,0.0,24.0,11.0,12.0,0.0,Point,"[-3.67712, 40.46041]",40.46041,-3.67712
5716963,Instalación Deportiva Municipal Básica Duque de Sevilla,,,1 Pista de patinaje.,"Metro: Cruz del RayoBus: 9 , 29 , 52 , 73 , C.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bfd8516239129210VgnVCM1000000b205a0aRCRD,DUQUE DE SEVILLA,CALLE,V,1,,,,,MADRID,MADRID,28002.0,EL VISO,CHAMARTIN,442516.0,4477209.0,40.44166603700321,-3.679114249778397,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje, ,40.44166603700321,-3.679114249778397,40.4442258,-3.6787169,288.3782100387734,155.0,María Francisca 1,0.0,146,Calle María Francisca nº 1,1.0,0.0,18.0,2.0,15.0,0.0,Point,"[-3.6787169, 40.4442258]",40.4442258,-3.6787169
4547580,Instalación Deportiva Municipal Básica Echegaray,,,2 Pistas de baloncestoPista de fútbol sala,"Metro: PavonesBus: 8 , 20 , 30 , 32 , 71 , 100 , 140 , 142 , 144.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1986f30a37391110VgnVCM2000000c205a0aRCRD,ENCOMIENDA DE PALACIOS,CALLE,V,324,,,,,MADRID,MADRID,28030.0,PAVONES,MORATALAZ,446173.0,4472246.0,40.39720166030288,-3.63557478412475,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, ,40.39720166030288,-3.63557478412475,40.400368,-3.634587,369.2949661404283,229.0,Pavones,2.0,221,Calle Hacienda de Pavones nº 342,1.0,0.0,24.0,8.0,14.0,0.0,Point,"[-3.634587, 40.400368]",40.400368,-3.634587
4584543,Instalación Deportiva Municipal Básica El Bosco,,,1 Pista de balonmano2 pistas de baloncesto,"Bus: 63 , 141 , 143",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=39a4ed32dd2c2110VgnVCM1000000b205a0aRCRD,EL BOSCO,CALLE,V,14,,,,frente Ramón Pérez de Ayala,MADRID,MADRID,28038.0,NUMANCIA,PUENTE DE VALLECAS,444833.0,4472731.0,40.40148296368549,-3.651406031292048,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, ,40.40148296368549,-3.651406031292048,40.40617,-3.65122,522.1709809100223,228.0,Plaza del Encuentro,2.0,220,Calle Arroyo de las Pilillas nº 6,1.0,0.0,24.0,12.0,11.0,0.0,Point,"[-3.65122, 40.40617]",40.40617,-3.65122
4540585,Instalación Deportiva Municipal Básica El Bosque,,,1 Pista de fútbol sala,"Bus: 7 , 29 , 70 , 107",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fe125696ed551110VgnVCM1000000b205a0aRCRD,GOLMAYO,PLAZA,V,17,,,,,MADRID,MADRID,28033.0,PINAR DEL REY,HORTALEZA,443890.0,4479818.0,40.46714774021119,-3.6618563692082393,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas, ,40.46714774021119,-3.6618563692082393,40.46041,-3.67712,1860.514058714822,262.0,Pío XII,2.0,254,Avenida Pío XII nº 3,1.0,0.0,24.0,11.0,12.0,0.0,Point,"[-3.67712, 40.46041]",40.46041,-3.67712
5785236,Instalación Deportiva Municipal Básica El Capricho I,,,1 Campo de fútbol (césped artificial)  1 Campo de fútbol 7,"Metro: El Capricho.Bus: 101 , 105 , 151.",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=57308be7ed48a210VgnVCM2000000c205a0aRCRD,ALAMEDA DE OSUNA,PASEO,V,48,,,,,MADRID,MADRID,28042.0,ALAMEDA DE OSUNA,BARAJAS,449179.0,4478356.0,40.45430519267116,-3.599375619694702,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, ,40.45430519267116,-3.599375619694702,40.429706,-3.640994,5389.683825050676,223.0,Gutierre de Cetina,1.0,215,Calle Gutierre de Cetina nº 77,1.0,0.0,24.0,18.0,5.0,0.0,Point,"[-3.640994, 40.429706]",40.429706,-3.640994
10291968,Instalación Deportiva Municipal Básica El Capricho II,,,Pista de baloncesto Pista polideportiva (con marcajes de fútbol sala y balonmano Pista de voleibol,,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e154854e492da510VgnVCM2000001f4a900aRCRD,ALAMEDA DE OSUNA,PASEO,V,46,,,,,MADRID,MADRID,28042.0,ALAMEDA DE OSUNA,BARAJAS,449096.0,4478349.0,40.45424612279451,-3.600342165562562,,,,, ,40.45424612279451,-3.600342165562562,40.429706,-3.640994,5293.714278265743,223.0,Gutierre de Cetina,1.0,215,Calle Gutierre de Cetina nº 77,1.0,0.0,24.0,18.0,5.0,0.0,Point,"[-3.640994, 40.429706]",40.429706,-3.640994
4541995,Instalación Deportiva Municipal Básica El Cruce,,,2 Pistas polideportivas,"Metro: Villaverde Bajo CruceBus: 22 , 59 , 79 , 130",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6d84cf0980a61110VgnVCM1000000b205a0aRCRD,SANTIAGO AMON,CALLE,V,6y8,,,,,MADRID,MADRID,28021.0,LOS ANGELES,VILLAVERDE,441073.0,4466719.0,40.34894700358768,-3.693879611293337,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, ,40.34894700358768,-3.693879611293337,40.38925864357911,-3.690358964335348,4504.623882998469,,,,,,,,,,,,,,,
4544044,Instalación Deportiva Municipal Básica El Espinillo I,,,1 Pista de patinaje.,"Metro: Ciudad de los ÁngelesBus: 18 , 22 , 23 , 59 , 79 , 85 , 86 , 123",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4b0169ef89471110VgnVCM1000000b205a0aRCRD,TERTULIA,CALLE,V,7,,,,,MADRID,MADRID,28041.0,LOS ROSALES,VILLAVERDE,441289.0,4468328.0,40.361575517254266,-3.6927606788274527,,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje, ,40.361575517254266,-3.6927606788274527,40.38925864357911,-3.690358964335348,3093.295500113888,,,,,,,,,,,,,,,
4544562,Instalación Deportiva Municipal Básica El Espinillo II,,,1 Campo de fútbol 7 (de césped artificial) 3 Pistas de tenis 1 Pista polideportiva (con marcajes de fútbol sala y balonmano y 2 baloncestos transversales) 3 Pistas de tenis 2 Tenis de mesa,"Metro: Ciudad de los ÁngelesBus: 23 , 123 , 130",,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e9375cb6b2971110VgnVCM1000000b205a0aRCRD,CONSENSO,CALLE,V,5,,,,,MADRID,MADRID,28041.0,LOS ROSALES,VILLAVERDE,441734.0,4468008.0,40.36060552171134,-3.686214416479886,913 180 857,,idmespinillo2@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol, ,40.36060552171134,-3.686214416479886,40.38925864357911,-3.690358964335348,3222.9829220215106,,,,,,,,,,,,,,,
